 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.341  471.243  471.485  471.749
    0.076  470.000  471.525  474.720  475.576  476.515
    0.113  470.001  471.688  474.777  475.605  476.513
    0.151  470.001  471.886  475.020  475.860  476.781
    0.189  470.001  472.106  475.355  476.225  477.180
    0.227  470.002  472.324  475.697  476.600  477.593
    0.264  470.002  472.528  476.013  476.946  477.971
    0.302  470.003  472.717  476.299  477.258  478.312
    0.340  470.003  472.879  476.529  477.505  478.580
    0.378  470.003  473.011  476.697  477.683  478.768
    0.415  470.004  473.122  476.824  477.814  478.904
    0.453  470.004  473.189  476.861  477.844  478.925
    0.491  470.005  473.227  476.845  477.814  478.879
    0.529  470.005  473.233  476.769  477.715  478.756
    0.566  470.005  473.201  476.621  477.537  478.544
    0.604  470.006  473.138  476.419  477.297  478.262
    0.642  470.006  473.062  476.199  477.038  477.961
    0.680  470.007  472.971  475.957  476.756  477.634
    0.717  470.007  472.895  475.752  476.517  477.358
    0.755  470.007  472.912  475.736  476.492  477.323
    0.793  470.007  472.379  474.648  475.256  475.923
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     2.00   69.197  470.000  470.008  473.233  477.844
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.186  470.862  470.950  471.126
    0.076  470.000  470.833  473.229  473.539  474.165
    0.113  470.000  470.922  473.239  473.538  474.144
    0.151  470.001  471.030  473.381  473.684  474.299
    0.189  470.001  471.150  473.587  473.901  474.538
    0.227  470.001  471.269  473.799  474.126  474.787
    0.264  470.001  471.380  473.994  474.331  475.015
    0.302  470.001  471.483  474.170  474.517  475.220
    0.340  470.002  471.572  474.309  474.663  475.379
    0.378  470.002  471.644  474.408  474.765  475.488
    0.415  470.002  471.705  474.481  474.839  475.566
    0.453  470.002  471.741  474.496  474.851  475.572
    0.491  470.002  471.762  474.476  474.826  475.536
    0.529  470.003  471.765  474.417  474.759  475.453
    0.566  470.003  471.748  474.313  474.644  475.315
    0.604  470.003  471.713  474.174  474.492  475.135
    0.642  470.003  471.672  474.024  474.328  474.943
    0.680  470.003  471.622  473.861  474.151  474.736
    0.717  470.003  471.581  473.724  474.000  474.561
    0.755  470.004  471.590  473.708  473.982  474.536
    0.793  470.004  471.299  473.001  473.221  473.665
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     2.10   86.496  470.000  470.004  471.765  474.851
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.359  471.305  471.559  471.836
    0.076  470.000  471.602  474.956  475.855  476.841
    0.113  470.001  471.773  475.016  475.885  476.839
    0.151  470.001  471.980  475.271  476.153  477.120
    0.189  470.001  472.211  475.623  476.536  477.539
    0.227  470.002  472.440  475.982  476.930  477.972
    0.264  470.002  472.654  476.313  477.293  478.370
    0.302  470.003  472.852  476.614  477.620  478.728
    0.340  470.003  473.023  476.855  477.881  479.009
    0.378  470.004  473.162  477.032  478.067  479.207
    0.415  470.004  473.279  477.165  478.205  479.350
    0.453  470.004  473.349  477.204  478.236  479.372
    0.491  470.005  473.389  477.188  478.204  479.323
    0.529  470.005  473.395  477.107  478.101  479.194
    0.566  470.006  473.361  476.952  477.913  478.971
    0.604  470.006  473.295  476.740  477.661  478.676
    0.642  470.006  473.215  476.509  477.390  478.360
    0.680  470.007  473.119  476.254  477.094  478.016
    0.717  470.007  473.040  476.040  476.843  477.726
    0.755  470.008  473.057  476.023  476.817  477.689
    0.793  470.008  472.498  474.880  475.519  476.219
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     2.10   69.197  470.000  470.008  473.395  478.236
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.195  470.903  470.995  471.180
    0.076  470.000  470.873  473.383  473.707  474.364
    0.113  470.000  470.966  473.393  473.707  474.341
    0.151  470.001  471.079  473.542  473.860  474.504
    0.189  470.001  471.205  473.757  474.087  474.755
    0.227  470.001  471.329  473.980  474.322  475.015
    0.264  470.001  471.446  474.184  474.538  475.254
    0.302  470.001  471.554  474.369  474.732  475.468
    0.340  470.002  471.647  474.514  474.885  475.635
    0.378  470.002  471.723  474.618  474.992  475.750
    0.415  470.002  471.786  474.694  475.070  475.831
    0.453  470.002  471.824  474.710  475.082  475.837
    0.491  470.002  471.846  474.689  475.056  475.800
    0.529  470.003  471.849  474.627  474.986  475.713
    0.566  470.003  471.831  474.518  474.865  475.568
    0.604  470.003  471.795  474.373  474.705  475.380
    0.642  470.003  471.751  474.216  474.534  475.179
    0.680  470.003  471.699  474.045  474.348  474.962
    0.717  470.004  471.656  473.901  474.191  474.778
    0.755  470.004  471.665  473.885  474.171  474.752
    0.793  470.004  471.361  473.143  473.374  473.840
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     2.20   86.496  470.000  470.004  471.849  475.082
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.376  471.367  471.633  471.923
    0.076  470.000  471.678  475.192  476.134  477.167
    0.113  470.001  471.857  475.255  476.165  477.164
    0.151  470.001  472.075  475.522  476.446  477.460
    0.189  470.001  472.317  475.890  476.847  477.899
    0.227  470.002  472.556  476.267  477.260  478.352
    0.264  470.002  472.780  476.614  477.640  478.768
    0.302  470.003  472.988  476.929  477.983  479.143
    0.340  470.003  473.167  477.182  478.256  479.438
    0.378  470.004  473.312  477.366  478.451  479.645
    0.415  470.004  473.435  477.506  478.596  479.795
    0.453  470.005  473.508  477.548  478.628  479.818
    0.491  470.005  473.550  477.530  478.594  479.767
    0.529  470.006  473.557  477.446  478.486  479.632
    0.566  470.006  473.521  477.284  478.290  479.398
    0.604  470.006  473.452  477.060  478.026  479.089
    0.642  470.007  473.368  476.818  477.742  478.758
    0.680  470.007  473.268  476.552  477.431  478.398
    0.717  470.008  473.185  476.328  477.169  478.094
    0.755  470.008  473.203  476.310  477.141  478.056
    0.793  470.008  472.617  475.113  475.781  476.515
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     2.20   69.197  470.000  470.008  473.557  478.628
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.204  470.944  471.040  471.233
    0.076  470.000  470.912  473.537  473.876  474.562
    0.113  470.000  471.010  473.547  473.875  474.538
    0.151  470.001  471.128  473.703  474.035  474.708
    0.189  470.001  471.259  473.928  474.273  474.971
    0.227  470.001  471.390  474.161  474.518  475.243
    0.264  470.001  471.512  474.374  474.744  475.493
    0.302  470.001  471.625  474.567  474.947  475.717
    0.340  470.002  471.722  474.720  475.107  475.891
    0.378  470.002  471.801  474.828  475.219  476.011
    0.415  470.002  471.867  474.908  475.300  476.096
    0.453  470.002  471.907  474.924  475.313  476.102
    0.491  470.003  471.930  474.902  475.285  476.063
    0.529  470.003  471.934  474.838  475.212  475.973
    0.566  470.003  471.914  474.724  475.086  475.822
    0.604  470.003  471.876  474.571  474.919  475.624
    0.642  470.003  471.831  474.408  474.740  475.414
    0.680  470.004  471.777  474.229  474.546  475.187
    0.717  470.004  471.731  474.078  474.381  474.995
    0.755  470.004  471.741  474.061  474.361  474.968
    0.793  470.004  471.423  473.286  473.527  474.014
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     2.30   86.496  470.000  470.004  471.934  475.313
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.393  471.429  471.707  472.011
    0.076  470.000  471.754  475.428  476.412  477.493
    0.113  470.001  471.942  475.494  476.445  477.490
    0.151  470.001  472.169  475.773  476.738  477.799
    0.189  470.002  472.422  476.158  477.158  478.258
    0.227  470.002  472.672  476.552  477.590  478.732
    0.264  470.002  472.907  476.915  477.987  479.167
    0.302  470.003  473.124  477.244  478.346  479.559
    0.340  470.003  473.311  477.508  478.631  479.867
    0.378  470.004  473.463  477.701  478.835  480.084
    0.415  470.004  473.591  477.848  478.986  480.241
    0.453  470.005  473.668  477.891  479.020  480.265
    0.491  470.005  473.712  477.872  478.985  480.211
    0.529  470.006  473.718  477.784  478.872  480.070
    0.566  470.006  473.681  477.615  478.667  479.826
    0.604  470.007  473.608  477.381  478.391  479.502
    0.642  470.007  473.521  477.128  478.094  479.156
    0.680  470.007  473.417  476.850  477.769  478.780
    0.717  470.008  473.329  476.615  477.495  478.462
    0.755  470.008  473.348  476.597  477.466  478.422
    0.793  470.009  472.736  475.345  476.044  476.811
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     2.30   69.197  470.000  470.009  473.718  479.020
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.213  470.986  471.086  471.287
    0.076  470.000  470.952  473.691  474.044  474.760
    0.113  470.000  471.054  473.701  474.043  474.736
    0.151  470.001  471.177  473.864  474.211  474.913
    0.189  470.001  471.314  474.099  474.459  475.187
    0.227  470.001  471.450  474.342  474.715  475.471
    0.264  470.001  471.577  474.565  474.950  475.732
    0.302  470.001  471.695  474.766  475.162  475.966
    0.340  470.002  471.797  474.925  475.328  476.147
    0.378  470.002  471.879  475.038  475.446  476.273
    0.415  470.002  471.948  475.121  475.530  476.361
    0.453  470.002  471.990  475.138  475.544  476.368
    0.491  470.003  472.014  475.115  475.515  476.327
    0.529  470.003  472.018  475.048  475.439  476.232
    0.566  470.003  471.997  474.929  475.307  476.075
    0.604  470.003  471.958  474.770  475.133  475.869
    0.642  470.004  471.911  474.599  474.946  475.650
    0.680  470.004  471.854  474.413  474.743  475.413
    0.717  470.004  471.807  474.256  474.572  475.212
    0.755  470.004  471.817  474.238  474.550  475.184
    0.793  470.004  471.484  473.429  473.680  474.189
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     2.40   86.496  470.000  470.004  472.018  475.544
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.410  471.491  471.781  472.098
    0.076  470.000  471.830  475.665  476.691  477.819
    0.113  470.001  472.026  475.733  476.725  477.816
    0.151  470.001  472.263  476.024  477.031  478.138
    0.189  470.002  472.527  476.426  477.469  478.617
    0.227  470.002  472.789  476.837  477.920  479.112
    0.264  470.003  473.033  477.215  478.334  479.566
    0.302  470.003  473.260  477.559  478.708  479.975
    0.340  470.004  473.455  477.834  479.006  480.296
    0.378  470.004  473.614  478.036  479.219  480.522
    0.415  470.005  473.747  478.189  479.376  480.686
    0.453  470.005  473.827  478.234  479.412  480.711
    0.491  470.006  473.873  478.214  479.375  480.655
    0.529  470.006  473.880  478.123  479.257  480.508
    0.566  470.006  473.841  477.946  479.043  480.253
    0.604  470.007  473.765  477.702  478.755  479.915
    0.642  470.007  473.674  477.438  478.445  479.554
    0.680  470.008  473.565  477.148  478.107  479.162
    0.717  470.008  473.474  476.903  477.820  478.830
    0.755  470.009  473.494  476.883  477.790  478.788
    0.793  470.009  472.855  475.578  476.307  477.107
 
                            LSSS Results                           
